FECHA,TIPO,TITULO,DESCARGAR,SITIO OFICIAL CONVENCION
2021-10-22T13:56:17.625Z,otro,clip rocio cantuarias jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6172c3014c963d11d2516786.mp4,https://convencion.tv/video/clip-rocio-cantuarias-jueves-21-de-octubre-2021-no-categorizar
2021-10-22T13:48:09.375Z,otro,clip valentina miranda jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6172c119ff381f2548eea117.mp4,https://convencion.tv/video/clip-valentina-miranda-jueves-21-de-octubre-2021-no-categorizar
2021-10-22T13:47:05.512Z,otro,clip luis barcelo jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6172c0d95a7c1909e74f2343.mp4,https://convencion.tv/video/clip-luis-barcelo-jueves-21-de-octubre-2021no-categorizar
2021-10-22T13:41:53.320Z,otro,clip alvaro jofre jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6172bfa1bf965450bb255d09.mp4,https://convencion.tv/video/clip-alvaro-jofre-jueves-21-de-octubre-2021-no-categorizar
2021-10-22T13:40:10.719Z,otro,clip felipe mena jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6172bf3aff381f2548eea0f9.mp4,https://convencion.tv/video/clip-felipe-mena-jueves-21-de-octubre-2021-no-categorizar
2021-10-22T13:35:01.816Z,otro,clip constanza schonhaut jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6172be056bc54c0ecc9f7b8c.mp4,https://convencion.tv/video/clip-constanza-schonhaut-jueves-21-de-octubre-2021-no-categorizar
2021-10-21T21:41:33.885Z,otro,clip tiare aguilera jueves 21 de octubre (no categorizar),https://mdstrm.com/video/6171de8d9b92530830861e8f.mp4,https://convencion.tv/video/clip-tiare-aguilera-jueves-21-de-octubre-2021-no-categorizar
2021-10-21T21:21:11.467Z,comision,comision sobre sistemas de conocimientos n°2 jueves 21 de octubre,https://mdstrm.com/video/6171d9c7170f470827b011af.mp4,https://convencion.tv/video/comision-sobre-sistemas-de-conocimientos-n2-jueves-21-de-octubre-2021
2021-10-21T21:20:43.195Z,comision,comision sistemas de justicia n°2 jueves 21 de octubre,https://mdstrm.com/video/6171d9abf0197c0825ed88f3.mp4,https://convencion.tv/video/comision-sistemas-de-justicia-n2-jueves-21-de-octubre-2021
2021-10-21T20:57:18.728Z,comision,comision forma de estado n°2 jueves 21 de octubre,https://mdstrm.com/video/6171d42e4635f95187bb8519.mp4,https://convencion.tv/video/comision-forma-de-estado-n2-jueves-21-de-octubre-2021
2021-10-21T17:57:40.250Z,pleno,pleno 33° sesion jueves 21 de octubre,https://mdstrm.com/video/6171aa1400045a430a0591e4.mp4,https://convencion.tv/video/pleno-33-sesion-convencion-constitucional-jueves-21-de-octubre-2021
2021-10-21T13:44:00.418Z,otro,clip luis barcelo jueves 21 de octubre (no categorizar),https://mdstrm.com/video/61716ea09cc111082a672f37.mp4,https://convencion.tv/video/clip-luis-barcelo-jueves-21-de-octubre-2021-no-categorizar
2021-10-20T20:59:18.526Z,comision,comision derechos fundamentales n°2 miercoles 20 de octubre,https://mdstrm.com/video/617083261447ac083349ec7c.mp4,https://convencion.tv/video/comision-derechos-fundamentales-n2-miercoles-20-de-octubre-2021
2021-10-20T20:56:03.408Z,comision,comision sistema politico n°3 miercoles 20 de octubre,https://mdstrm.com/video/617082634635f95187bb5593.mp4,https://convencion.tv/video/comision-sistema-politico-n3-miercoles-20-de-octubre-2021
2021-10-20T20:54:14.356Z,comision,comision principios constitucionales n°2 miercoles 20 de octubre,https://mdstrm.com/video/617081f68658090820144bb3.mp4,https://convencion.tv/video/comision-principios-constitucionales-n2-miercoles-20-de-octubre-2021
2021-10-20T20:09:03.624Z,comision,comision medio ambiente n°2 miercoles 20 de octubre,https://mdstrm.com/video/6170775f60a6f8082e6164ce.mp4,https://convencion.tv/video/comision-medio-ambiente-n2-miercoles-20-de-octubre-2021
2021-10-20T17:55:43.758Z,pleno,pleno 32° sesion miercoles 20 de octubre,https://mdstrm.com/video/6170581f2aae23082f7b2646.mp4,https://convencion.tv/video/pleno-32-sesion-convencion-constitucional-miercoles-20-de-octubre-2021
2021-10-19T22:23:46.459Z,comision,comision sobre sistemas de conocimientos nº1 martes 19 de octubre,https://mdstrm.com/video/616f457293f7040830a75a7d.mp4,https://convencion.tv/video/comision-sobre-sistemas-de-conocimientos-n1-martes-19-de-octubre-2021
2021-10-19T22:14:31.637Z,comision,comision sistemas de justicia n°1 martes 19 de octubre,https://mdstrm.com/video/616f43473096bc08279f4cd1.mp4,https://convencion.tv/video/comision-sistemas-de-justicia-n1-martes-19-de-octubre-2021
2021-10-19T22:03:02.772Z,comision,comision sistema politico n°2 martes 19 de octubre,https://mdstrm.com/video/616f40961831ec43eb8ef694.mp4,https://convencion.tv/video/comision-sistema-politico-n2-martes-19-de-octubre-2021
2021-10-19T22:02:46.591Z,comision,comision derechos fundamentales nº1 martes 19 de octubre,https://mdstrm.com/video/616f40865c328208332a5019.mp4,https://convencion.tv/video/comision-derechos-fundamentales-n1-martes-19-de-octubre-2021
2021-10-19T20:12:08.114Z,comision,comision forma de estado nº1 martes 19 de octubre,https://mdstrm.com/video/616f26989af044082f036d6f.mp4,https://convencion.tv/video/comision-forma-de-estado-n1-martes-19-de-octubre-2021
2021-10-18T20:45:02.469Z,comision,comision medio ambiente n°1 lunes 18 de octubre,https://mdstrm.com/video/616ddccedcc7b9083872dea0.mp4,https://convencion.tv/video/comision-medio-ambiente-n1-lunes-18-de-octubre-2021
2021-10-18T20:25:26.058Z,comision,comision principios constitucionales n°1 lunes 18 de octubre,https://mdstrm.com/video/616dd836fe6d28082235be29.mp4,https://convencion.tv/video/comision-principios-constitucionales-n1-lunes-18-de-octubre-2021
2021-10-18T20:03:52.946Z,comision,comision sistema politico n°1 lunes 18 de octubre,https://mdstrm.com/video/616dd32853fc8808308bfd23.mp4,https://convencion.tv/video/comision-sistema-politico-n1-lunes-18-de-octubre-2021
2021-10-18T19:42:14.613Z,otro,clip tomas laibe lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dce16cca3fb081a4013d9.mp4,https://convencion.tv/video/clip-tomas-laibe-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:38:50.226Z,otro,clip elisa giustinianovich lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dcd4acca3fb081a40137e.mp4,https://convencion.tv/video/clip-elisa-giustinianovich-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:30:38.844Z,otro,clip jaime bassa lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dcb5ef42dc50834dd0ab9.mp4,https://convencion.tv/video/clip-jaime-bassa-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:28:49.686Z,otro,clip isabel godoy lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dcaf14dfcdc7ebc70d808.mp4,https://convencion.tv/video/clip-isabel-godoy-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:26:21.616Z,otro,clip elisa loncon lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dca5d5d4edb0833fd6069.mp4,https://convencion.tv/video/clip-elisa-loncon-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:20:14.825Z,otro,clip rodrigo alvarez lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dc8ee1831ec43eb8ebdef.mp4,https://convencion.tv/video/clip-rodrigo-alvarez-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:19:06.890Z,otro,clip cierre presidenta lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dc8aadcc7b9083872d938.mp4,https://convencion.tv/video/clip-cierre-presidenta-lunes-18-de-octubre-2021-no-categorizar-1
2021-10-18T19:13:01.197Z,pleno,clip tiare aguilera pleno lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dc73d5d48870835b894d3.mp4,https://convencion.tv/video/clip-tiare-aguilera-pleno-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T19:07:56.863Z,otro,clip cierre presidenta lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dc60cf9e9fb0830d39fff.mp4,https://convencion.tv/video/clip-cierre-presidenta-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T18:59:25.028Z,otro,clip lorena cespedes lunes 18 de octubre (no categorizar),https://mdstrm.com/video/616dc40d696549082ff7d0f0.mp4,https://convencion.tv/video/clip-lorena-cespedes-lunes-18-de-octubre-2021-no-categorizar
2021-10-18T18:43:43.798Z,pleno,pleno 31° sesion lunes 18 de octubre,https://mdstrm.com/video/616dc05f4dfcdc7ebc70d5e4.mp4,https://convencion.tv/video/pleno-31-sesion-convencion-constitucional-lunes-18-de-octubre-2021
